"building_name","room_number","abbr","number","reg_number","start_time","end_time","session_start","session_end","is_sunday","is_monday","is_tuesday","is_wednesday","is_thursday","is_friday","is_saturday"
"Clemen","102","ENG","353LEC","20913","1200","1250","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","438","ENG","353LEC","18992","1500","1550","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Baldy","107","ENG","353LEC","19713","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","117","ENG","353LEC","23326","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Remote",,"ENG","441LEC","20771","1600","1840","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Baldy","117","ENG","358LEC","20922","900","950","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","117","ENG","358LEC","20923","1000","1050","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","117","ENG","358LEC","18713","1100","1150","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","117","ENG","358LEC","18909","1300","1350","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","117","ENG","358LEC","18908","1500","1550","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","117","ENG","358LEC","19401","1600","1650","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","117","ENG","358LEC","19433","800","920","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Baldy","107","ENG","358LEC","19434","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","152","ENG","358LEC","19720","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","206","ENG","356LEC","24449","900","950","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Clemen","202","ENG","356LEC","18900","1000","1050","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Alumni","90","ENG","356LEC","18993","1200","1250","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Clemen","202","ENG","356LEC","19400","1300","1350","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","202","ENG","356LEC","19717","1500","1550","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Hoch","307","ENG","356LEC","19718","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Hoch","307","ENG","356LEC","19719","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","152","ENG","356LEC","21992","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","128","ENG","356LEC","20921","1700","1820","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","119","ENG","193SEM","11003","1830","2110","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Clemen","438","ENG","199SEM","24340","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","438","ENG","199SEM","19712","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Capen","240","ENG","191LR","23441","1100","1220","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Capen","240","ENG","191LR","23442","1100","1220","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Arr","Arr","ENG","496TUT","12217","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ENG","496TUT","12434","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Grein","120B","ENG","431SEM","23458","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","06","ENG","394SEM","11021","1700","1820","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Remote",,"ENG","390SEM","20769","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Frnczk","454","ENG","389LEC","23457","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","1032","ENG","391SEM","13324","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Capen","258","ENG","397LEC","19859","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Remote",,"ENG","379LEC","17281","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Clemen","538","ENG","378LEC","23456","1830","2110","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","127A","ENG","374LEC","19723","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Kimball","125","ES","122LEC","23462","1000","1250","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Dfn","206","ES","473LLB","21089","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Kimball","125","ES","473LLB","21090","1100","1250","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Kimball","125","ES","473LLB","21091","1300","1450","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Farber","150","ES","310LEC","18202","900","950","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Dfn","146","ES","300LEC","23430","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Farber","G26","ES","330LEC","13679","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Arr","Arr","ES","495TUT","20509","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Kimball","Arr","ES","496LAB","11935","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Kimball","Arr","ES","499TUT","12891","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Farber","Arr","ES","499TUT","17097","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Kimball","210","ES","499TUT","18166","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Farber","Arr","ES","499TUT","12349","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Farber","G26","ES","370LLB","10478","800","920","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Kimball","115","ES","370LLB","14891","1300","1450","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Kimball","115","ES","370LLB","14767","1500","1650","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Kimball","115","ES","370LLB","14751","1300","1450","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Kimball","115","ES","370LLB","14732","300","450","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Kimball","115","ES","370LLB","14675","1330","1520","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Kimball","113","ES","381LBR","21643","1100","1250","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Kimball","113","ES","381LBR","21644","1300","1450","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Kimball","113","ES","381LBR","21645","1500","1650","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Kimball","113","ES","381LBR","21646","1100","1250","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Kimball","113","ES","381LBR","21647","1200","1350","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Kimball","113","ES","381LBR","21648","1330","1520","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Dfn","148","ES","381LBR","21649","900","950","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Farber","150","ES","200LEC","17562","1100","1215","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Remote",,"ES","207LLB","15957","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Dfn","147","ES","207LLB","16157","1600","1850","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Baldy","214","ESL","411LEC","19061","1100","1220","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Baldy","214","ESL","411LEC","23974","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Remote",,"ESL","411LEC","23982","800","920","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Nsc","218","EVS","118LEC","21727","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Academ","352","EVS","424SEM","24481","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Capen","240","EVS","442SEM","21733","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"On","Campus","EVS","460SEM","21884","1100","1340","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Cooke","127A","EVS","472LEC","23473","1400","1450","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Capen","110","EVS","443SEM","23459","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Capen","258","EVS","463LEC","21736","1600","1650","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","355","EVS","445LEC","21734","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Obrian","209","EVS","217LEC","23541","1600","1840","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Park","440","EVS","489LEC","21739","1200","1320","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Capen","240","EVS","489LEC","21741","1000","1050","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Park","250","EVS","360SEM","21730","1700","1940","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Arr","Arr","EVS","499TUT","21702","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21704","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21707","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21709","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21711","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21713","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21715","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","499TUT","21717","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21176","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21697","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21698","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21175","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21180","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21181","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21699","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21170","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21700","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","EVS","498LEC","21184","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Bell","138","EVS","326SEM","21882","1000","1050","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Cooke","127A","EVS","317LEC","21729","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","352","EVS","315LEC","21728","1230","1500","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Bell","138","EVS","321LEC","21881","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Baldy","126","FR","151LEC","10393","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Baldy","125","FR","151REC","19728","1200","1250","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Baldy","120","FR","101LEC","10389","900","950","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Remote",,"FR","102LEC","10390","1100","1150","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Remote",,"FR","104LEC","10392","1200","1250","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Baldy","120","FR","152LEC","10394","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Remote",,"FR","482SEM","23783","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","FR","499TUT","17985","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","FR","499TUT","12404","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Baldy","123","FR","301LEC","23681","900","950","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Baldy","125","FR","213LEC","19725","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","170","GEO","106LEC","20926","1200","1250","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","170","GEO","102LEC","18382","1700","1940","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Academ","170","GEO","101LEC","14301","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Wilkeson","135","GEO","105LAB","18393","1100","1250","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Wilkeson","135","GEO","105LAB","18394","930","1120","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Wilkeson","135","GEO","105LAB","18395","1400","1550","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Wilkeson","135","GEO","105LAB","18396","1100","1250","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Wilkeson","135","GEO","105LAB","18397","1500","1650","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Wilkeson","135","GEO","105LAB","18398","930","1120","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Wilkeson","135","GEO","105LAB","19045","1100","1250","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Wilkeson","135","GEO","105LAB","21463","1300","1450","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Knox","104","GEO","120LEC","14027","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Wilkeson","105","GEO","497TUT","13729","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Academ","355","GEO","347LEC","20924","1400","1450","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","355","GEO","211LLB","17341","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","355","GEO","211LLB","17342","1530","1650","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Wilkeson","145C","GEO","381LLB","23765","1230","1350","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Wilkeson","145C","GEO","381LLB","23864","1230","1350","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Wilkeson","145H","GEO","381LLB","23865","1000","1050","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","170","GEO","281LEC","18383","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","328","GEO","411LEC","20114","1200","1250","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Arr","Arr","GEO","499TUT","19652","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Wilkeson","105","GEO","499TUT","14432","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","GEO","499TUT","14409","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Wilkeson","144","GEO","414LEC","24031","1500","1620","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Wilkeson","145C","GEO","479LLB","18380","1830","1950","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Wilkeson","145C","GEO","479LLB","17781","1700","1820","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Academ","355","GEO","479LLB","14051","1700","1820","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Wilkeson","144","GEO","446LEC","22769","1500","1740","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Remote",,"GEO","496TUT","14436","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Wilkeson","145C","GEO","481LLB","20990","1300","1420","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Wilkeson","145C","GEO","481LLB","20991","1500","1620","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Wilkeson","145C","GEO","481LLB","20410","1530","1650","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Nsc","218","GEO","481LLB","20409","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Remote",,"GEO","334LEC","24457","0","100","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Academ","170","GEO","330LEC","20989","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Bell","325","GER","101LEC","23927","930","1055","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Clemen","220","GER","101LEC","18970","1100","1225","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Baldy","105","GER","101LEC","19832","1230","1355","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Clemen","220","GER","102LEC","16842","1230","1355","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Clemen","220","GER","102LEC","14720","1400","1525","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Baldy","125","GER","152LEC","13685","930","1045","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Arr","Arr","GER","499TUT","12477","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","GER","496TUT","13767","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Nsc","210","GGS","103LEC","23929","1700","1820","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Cooke","114","GGS","101LEC","15107","900","950","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Cooke","114","GGS","228SEM","17491","1000","1050","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Cooke","127A","GGS","308LEC","20932","1700","1820","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Cooke","114","GGS","301SEM","24261","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Talbrt","107","GGS","273LEC","24262","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Bell","337","GGS","402SEM","18951","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Baldy","117","GGS","325SEM","20907","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Norton","209","GGS","205LEC","24447","1200","1250","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"On","Campus","GGS","487SEM","20933","1400","1640","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Clemen","206","GGS","496TUT","12846","1800","2040","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Clemen","436","GGS","490SEM","19600","1610","1850","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Talbrt","113","GGS","330SEM","23935","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Baldy","117","GGS","324SEM","23936","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Baldy","117","GGS","334LEC","23933","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Norton","214","GGS","347SEM","19831","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Knox","110","GLY","103LEC","18449","1500","1550","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Hoch","114","GLY","102LEC","24011","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Remote",,"GLY","102LEC","22423","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Norton","112","GLY","101LEC","24010","1200","1250","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Cooke","222","GLY","105LAB","18439","900","1130","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Cooke","222","GLY","105LAB","18448","820","1050","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","222","GLY","105LAB","19077","1130","1359","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","222","GLY","105LAB","19078","1430","1659","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","222","GLY","105LAB","20975","1730","1959","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","222","GLY","105LAB","18440","1300","1530","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Cooke","222","GLY","105LAB","18441","1600","1830","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Cooke","222","GLY","105LAB","18442","820","1050","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Cooke","222","GLY","105LAB","18443","1400","1630","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Cooke","222","GLY","105LAB","18444","1700","1930","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Cooke","222","GLY","105LAB","18445","900","1130","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Cooke","222","GLY","105LAB","18446","1300","1530","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Cooke","222","GLY","105LAB","18447","1600","1830","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Cooke","434","GLY","325LLB","10489","1730","1850","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Hoch","430","GLY","325LLB","13924","1230","1459","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hoch","430","GLY","325LLB","15965","1130","1359","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","434","GLY","438LEC","24017","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Hoch","430","GLY","429LEC","22486","800","920","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Cooke","434","GLY","450LLB","24013","1000","1050","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Hoch","430","GLY","450LLB","24016","1500","1659","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Cooke","434","GLY","447LLB","24019","1500","1550","2022-01-31","2022-05-13","False","False","False","True","False","True","False"
"Hoch","430","GLY","447LLB","24020","1530","1759","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Cooke","Arr","GLY","499TUT","22529","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","499TUT","19099","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","499TUT","10829","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","499TUT","22533","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","499TUT","13160","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","499TUT","12558","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","499TUT","19961","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","Arr","GLY","499TUT","12053","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","497TUT","22522","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","497TUT","22520","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","Arr","GLY","497TUT","17085","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","Arr","GLY","497TUT","19957","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","497TUT","17080","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","497TUT","17082","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","497TUT","22518","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","Arr","GLY","497TUT","17084","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","Arr","GLY","498TUT","22524","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","498TUT","19096","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","498TUT","17923","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","498TUT","22528","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","498TUT","17088","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","498TUT","17090","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hoch","Arr","GLY","498TUT","22523","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","Arr","GLY","498TUT","17092","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Cooke","434","GLY","308LR","20985","900","950","2022-01-31","2022-05-13","False","True","False","False","False","True","False"
"Hoch","430","GLY","308LR","20986","900","950","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Cooke","434","GLY","312LLB","16847","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Hoch","430","GLY","312LLB","17010","1730","1959","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Hoch","430","GLY","312LLB","17011","1430","1659","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Cooke","15","GLY","303LEC","18469","1000","1050","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Cooke","15","GLY","303LEC","20977","1100","1150","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Cooke","434","GLY","465LLB","24023","1400","1520","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hoch","430","GLY","465LLB","24024","1600","1830","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Cooke","434","GLY","462LLB","22488","1200","1250","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Cooke","224","GLY","462LLB","22489","1430","1659","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Cooke","224","GLY","462LLB","22490","1200","1430","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Cooke","434","GLY","470LLB","22916","1400","1450","2022-01-31","2022-05-13","False","False","False","True","False","True","False"
"Cooke","224","GLY","470LLB","22917","930","1130","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Clemen","204","GR","201LEC","13604","1400","1520","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Clemen","204","GR","302LEC","13737","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","221","GR","402LEC","18286","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Academ","343","GR","444LEC","20961","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
